timestamp_s,T_drybulb_C,RH_pct,CO2_ppm,illuminance_lux,occupancy,window_open,blind_angle_east,blind_angle_west,hvac_valve_pos,air_velocity_ms,globe_T_C,mean_rad_T_C,operative_T_C,comfort_class_int,comfort_class_str
2301,20.74,46.6,400.0,20,0,1,0.82,0.35,0.3,0.333,20.31,19.16,20.81,2,Neutral
2302,19.4,49.0,547.0,244.0,1,1,0.31,0.84,0.51,0.268,18.89,19.95,19.46,3,Warm
2303,26.57,55.8,400.0,20,0,0,0.18,0.83,0.91,0.294,26.74,25.45,26.35,1,Cool
2304,24.01,32.7,400.0,20,0,0,0.93,0.19,0.72,0.357,23.92,24.57,24.08,2,Neutral
2305,19.65,46.9,600.0,250.0,1,1,0.82,0.18,0.04,0.263,19.45,21.37,19.93,2,Neutral
2306,26.63,32.3,400.0,20,0,0,0.36,0.43,0.54,0.423,26.75,27.41,26.75,1,Cool
2307,25.74,62.8,579.0,487.0,1,0,0.96,0.56,1.0,0.071,25.66,27.3,25.48,2,Neutral
2308,20.2,40.6,729.0,584.0,1,1,0.68,0.2,0.89,0.186,20.2,19.29,20.2,2,Neutral
2309,20.47,46.2,400.0,20,0,1,0.56,0.17,0.98,0.073,19.86,19.62,20.9,2,Neutral
2310,24.74,32.0,793.0,414.0,1,0,0.63,0.92,0.98,0.223,24.77,23.9,24.26,2,Neutral
2311,22.95,55.0,400.0,20,0,0,0.95,0.28,0.84,0.436,23.17,21.76,23.39,2,Neutral
2312,22.54,62.1,435.0,635.0,1,1,0.16,0.95,0.49,0.378,22.38,22.88,22.55,2,Neutral
2313,27.54,38.4,400.0,20,0,0,0.3,0.36,0.68,0.137,26.87,27.85,28.16,3,Warm
2314,23.18,59.7,400.0,20,0,1,0.71,1.0,0.96,0.364,23.84,22.92,23.61,1,Cool
2315,21.08,64.4,691.0,621.0,1,0,0.41,0.91,0.99,0.114,19.99,22.61,21.15,2,Neutral
2316,23.81,68.6,506.0,123.0,1,0,0.07,0.64,0.63,0.249,23.28,24.65,23.77,2,Neutral
2317,27.53,36.5,639.0,681.0,1,1,0.8,0.57,0.01,0.09,28.0,26.7,27.17,2,Neutral
2318,24.83,33.4,400.0,20,0,1,0.75,0.84,0.34,0.449,24.17,26.02,25.53,2,Neutral
2319,19.45,56.8,598.0,556.0,1,1,0.6,0.18,0.06,0.327,18.9,18.14,19.24,4,Hot
2320,25.94,58.1,400.0,20,0,1,0.12,0.36,0.43,0.434,25.69,26.0,25.98,1,Cool
2321,19.49,63.2,400.0,20,0,1,0.52,0.05,0.38,0.353,19.7,20.0,19.92,2,Neutral
2322,19.68,38.0,400.0,20,0,1,0.36,0.17,0.76,0.402,19.2,19.48,19.26,1,Cool
2323,22.7,44.3,727.0,613.0,1,1,0.96,0.34,0.59,0.39,23.08,22.62,22.62,2,Neutral
2324,25.27,40.1,400.0,20,0,0,0.78,0.43,0.92,0.156,24.41,25.18,25.25,2,Neutral
2325,25.92,65.9,486.0,447.0,1,1,0.81,0.36,0.24,0.178,25.01,27.04,26.23,3,Warm
2326,20.27,53.4,426.0,117.0,1,1,0.14,0.45,0.53,0.216,19.95,22.16,20.47,2,Neutral
2327,22.9,64.3,400.0,20,0,1,0.62,0.02,0.13,0.372,22.98,22.87,23.11,2,Neutral
2328,21.02,53.9,533.0,473.0,1,0,0.34,0.71,0.93,0.086,21.66,22.16,21.22,3,Warm
2329,22.22,40.0,635.0,236.0,1,0,0.85,0.71,0.99,0.094,22.0,21.71,21.91,2,Neutral
2330,20.94,52.2,400.0,20,0,1,0.13,0.27,0.37,0.257,20.99,21.63,20.66,3,Warm
2331,18.79,53.1,766.0,294.0,1,1,0.63,0.97,0.62,0.075,19.28,18.97,18.5,2,Neutral
2332,21.59,49.4,499.0,313.0,1,0,0.02,0.44,0.45,0.329,21.47,21.1,21.28,4,Hot
2333,24.4,35.5,567.0,669.0,1,0,0.1,0.83,0.34,0.448,24.79,23.58,24.34,2,Neutral
2334,24.66,43.7,400.0,20,0,0,0.69,0.88,0.2,0.348,25.22,24.94,24.47,2,Neutral
2335,27.22,57.0,400.0,20,0,1,0.88,0.92,0.59,0.065,27.4,28.07,26.82,2,Neutral
2336,24.32,62.9,400.0,20,0,1,0.34,0.57,0.31,0.064,23.87,25.38,24.19,4,Hot
2337,23.83,37.1,400.0,20,0,0,0.03,0.69,0.99,0.302,23.57,23.59,24.09,1,Cool
2338,25.44,56.9,478.0,379.0,1,1,0.39,0.15,0.26,0.128,24.97,25.39,26.21,2,Neutral
2339,22.7,42.6,400.0,20,0,0,0.03,0.72,0.33,0.194,22.99,24.69,22.99,3,Warm
2340,23.9,56.1,463.0,146.0,1,1,0.93,0.43,0.98,0.082,23.54,23.31,24.01,2,Neutral
2341,18.9,69.1,400.0,20,0,0,0.64,0.37,0.37,0.249,19.83,19.08,19.33,2,Neutral
2342,19.69,30.3,400.0,20,0,0,0.19,0.89,0.81,0.393,19.28,19.93,19.33,2,Neutral
2343,20.93,44.8,400.0,20,0,1,0.39,0.58,0.86,0.166,20.69,22.45,21.1,2,Neutral
2344,25.28,65.1,579.0,355.0,1,1,0.27,0.35,0.02,0.153,24.8,26.49,24.9,2,Neutral
2345,18.06,59.2,400.0,20,0,0,0.78,0.84,0.3,0.19,18.48,19.54,17.84,1,Cool
2346,21.7,69.0,400.0,20,0,1,0.23,0.27,0.04,0.083,21.52,22.08,22.45,2,Neutral
2347,25.83,64.7,400.0,20,0,0,0.91,0.12,0.88,0.268,26.33,25.21,26.43,2,Neutral
2348,22.06,69.7,485.0,580.0,1,1,0.29,0.59,0.39,0.258,22.97,23.3,21.68,2,Neutral
2349,27.01,30.9,400.0,20,0,0,0.81,0.52,0.57,0.442,26.9,26.94,26.92,1,Cool
2350,25.53,49.1,761.0,162.0,1,0,0.75,0.66,0.75,0.302,25.45,25.22,25.54,2,Neutral
2351,23.14,67.9,400.0,20,0,0,0.83,0.74,0.49,0.129,23.52,22.06,23.8,2,Neutral
2352,23.81,50.1,400.0,20,0,0,0.03,0.02,0.18,0.448,24.0,22.99,24.01,3,Warm
2353,22.77,56.2,400.0,20,0,0,0.23,0.85,0.74,0.174,22.92,24.13,21.82,2,Neutral
2354,25.79,51.9,416.0,281.0,1,0,0.28,0.03,0.5,0.416,25.04,24.88,26.07,2,Neutral
2355,23.6,33.2,400.0,20,0,0,0.13,0.85,0.96,0.387,23.86,22.84,23.12,3,Warm
2356,18.1,60.3,478.0,675.0,1,1,0.28,0.84,0.32,0.198,17.85,17.58,18.08,2,Neutral
2357,20.09,56.1,549.0,552.0,1,0,0.92,0.23,0.5,0.133,19.86,20.81,19.7,3,Warm
2358,23.33,43.6,410.0,294.0,1,0,0.07,0.34,0.5,0.307,24.22,23.61,23.03,2,Neutral
2359,21.72,62.6,671.0,591.0,1,1,0.78,0.62,0.08,0.398,21.73,22.11,21.7,2,Neutral
2360,19.61,44.9,760.0,157.0,1,0,0.82,0.13,0.76,0.225,19.42,20.86,19.35,2,Neutral
2361,25.96,54.5,400.0,20,0,0,0.43,0.37,0.05,0.061,25.54,27.25,26.01,1,Cool
2362,21.45,44.7,400.0,20,0,1,0.32,0.57,0.0,0.404,20.87,21.85,21.84,2,Neutral
2363,21.08,63.2,400.0,20,0,1,0.3,0.4,0.51,0.356,20.56,22.9,20.67,2,Neutral
2364,25.45,31.9,400.0,20,0,0,0.58,0.13,0.21,0.092,25.17,25.17,25.64,2,Neutral
2365,18.47,54.4,584.0,133.0,1,1,0.35,0.01,0.57,0.345,17.23,17.5,18.36,2,Neutral
2366,27.1,46.3,470.0,434.0,1,0,0.61,0.9,0.46,0.324,28.05,26.31,27.02,2,Neutral
2367,23.34,53.4,505.0,386.0,1,0,0.5,0.23,0.42,0.128,23.7,22.49,23.13,4,Hot
2368,24.9,67.7,407.0,350.0,1,1,0.89,0.53,0.08,0.268,25.52,25.52,24.53,2,Neutral
2369,23.96,58.3,400.0,20,0,1,0.84,0.76,0.71,0.221,22.69,24.74,23.97,2,Neutral
2370,28.0,47.5,400.0,20,0,0,0.19,0.79,0.08,0.101,27.68,28.33,28.07,2,Neutral
2371,22.67,32.6,400.0,20,0,1,0.67,0.08,0.7,0.31,22.78,22.01,22.03,3,Warm
2372,19.67,62.7,400.0,20,0,1,0.79,0.08,0.6,0.077,20.36,19.04,20.06,2,Neutral
2373,20.42,57.0,400.0,20,0,0,0.31,0.67,0.74,0.198,20.11,20.16,20.79,2,Neutral
2374,18.84,52.8,632.0,438.0,1,0,0.63,0.4,0.69,0.159,19.06,17.57,19.03,1,Cool
2375,20.22,49.0,437.0,485.0,1,0,0.2,0.5,0.79,0.083,20.37,21.57,20.18,3,Warm
2376,22.98,38.2,400.0,20,0,1,0.3,0.61,0.6,0.318,23.09,22.93,23.13,1,Cool
2377,21.57,63.0,645.0,499.0,1,1,0.84,0.5,0.1,0.179,21.05,22.58,21.38,2,Neutral
2378,20.93,47.4,539.0,417.0,1,0,0.57,0.76,0.96,0.148,20.44,21.44,21.02,2,Neutral
2379,23.91,65.0,636.0,348.0,1,0,0.55,0.63,0.71,0.296,23.74,22.57,23.87,2,Neutral
2380,26.05,45.9,400.0,20,0,1,0.35,0.15,0.94,0.262,25.97,25.81,26.39,2,Neutral
2381,21.24,68.6,400.0,20,0,1,0.79,0.82,0.74,0.319,21.56,21.1,21.01,2,Neutral
2382,23.3,38.8,400.0,20,0,0,0.84,0.01,0.74,0.079,22.53,23.19,23.59,2,Neutral
2383,22.03,49.8,456.0,235.0,1,1,0.3,0.0,0.35,0.145,21.53,21.17,22.45,2,Neutral
2384,20.78,35.9,752.0,607.0,1,1,0.38,0.44,0.54,0.344,20.7,22.31,20.68,2,Neutral
2385,19.09,57.6,400.0,20,0,0,0.07,0.2,0.99,0.103,19.51,18.21,18.97,2,Neutral
2386,21.59,37.3,400.0,20,0,1,0.3,0.23,0.92,0.348,22.59,20.76,22.34,3,Warm
2387,18.55,55.1,752.0,660.0,1,1,0.75,0.51,0.68,0.095,18.88,18.31,18.69,2,Neutral
2388,24.56,43.6,400.0,20,0,1,0.63,0.83,0.48,0.329,25.3,26.98,25.36,1,Cool
2389,20.91,68.2,663.0,290.0,1,0,0.47,0.92,0.03,0.354,21.3,20.83,21.03,2,Neutral
2390,19.36,68.5,400.0,20,0,0,0.66,0.38,0.48,0.081,19.55,20.48,19.41,3,Warm
2391,19.42,47.4,663.0,468.0,1,0,0.16,0.4,0.25,0.056,19.53,18.67,20.27,0,Cold
2392,22.28,42.1,400.0,20,0,1,0.73,0.05,0.15,0.106,20.96,23.12,22.96,2,Neutral
2393,24.08,39.3,797.0,427.0,1,0,0.31,0.62,0.65,0.2,24.07,21.94,23.4,3,Warm
2394,18.49,43.3,400.0,20,0,1,0.92,0.16,0.74,0.22,17.84,18.66,18.26,3,Warm
2395,22.8,54.9,400.0,20,0,0,0.51,0.96,0.2,0.292,23.22,24.02,22.94,3,Warm
2396,24.77,40.7,400.0,20,0,0,0.52,0.02,0.54,0.104,25.36,26.13,24.97,2,Neutral
2397,18.26,54.2,400.0,20,0,0,0.94,0.27,0.48,0.38,16.72,18.61,18.98,2,Neutral
2398,25.68,48.6,400.0,20,0,1,0.32,0.75,0.62,0.322,25.22,26.34,26.07,2,Neutral
2399,20.66,49.0,642.0,591.0,1,0,0.66,0.56,0.44,0.444,21.48,20.36,20.68,2,Neutral
2400,21.36,62.0,400.0,20,0,1,0.1,0.6,0.66,0.096,22.26,21.86,21.0,2,Neutral
2401,21.86,69.8,734.0,575.0,1,1,0.39,0.61,0.08,0.199,21.41,22.5,21.84,0,Cold
2402,21.5,60.7,602.0,163.0,1,0,0.35,0.31,0.71,0.268,20.71,21.1,21.12,2,Neutral
2403,24.98,33.5,653.0,600.0,1,0,0.44,0.68,0.79,0.117,24.26,23.99,24.61,1,Cool
2404,26.56,54.1,400.0,20,0,0,0.78,0.64,0.95,0.222,27.12,26.42,26.23,2,Neutral
2405,27.23,35.6,400.0,20,0,1,0.96,0.68,0.52,0.33,26.81,27.72,27.49,2,Neutral
2406,27.37,46.8,445.0,141.0,1,0,0.81,0.2,0.01,0.078,27.39,27.58,26.89,2,Neutral
2407,26.97,43.7,400.0,20,0,1,0.42,0.18,0.89,0.076,27.11,28.16,26.52,2,Neutral
2408,20.86,43.9,400.0,20,0,1,0.03,0.52,0.28,0.212,19.37,19.44,20.93,3,Warm
2409,22.71,38.1,400.0,20,0,0,0.42,0.56,0.65,0.307,22.99,22.42,22.95,3,Warm
2410,20.35,36.8,400.0,20,0,0,0.77,0.11,0.02,0.436,19.85,18.95,20.49,3,Warm
2411,23.84,64.6,400.0,20,0,1,0.82,0.52,0.38,0.274,24.19,23.85,23.54,2,Neutral
2412,18.77,63.6,705.0,583.0,1,0,0.57,0.84,0.81,0.34,18.62,18.85,18.62,2,Neutral
2413,26.73,47.3,400.0,20,0,0,0.72,0.52,0.61,0.375,26.73,27.13,26.15,2,Neutral
2414,20.15,63.6,759.0,227.0,1,0,0.12,0.22,0.05,0.425,20.89,19.69,19.81,2,Neutral
2415,22.41,53.8,400.0,20,0,1,0.83,0.42,0.02,0.339,22.09,21.62,22.49,3,Warm
2416,26.52,64.5,436.0,287.0,1,1,0.51,0.4,0.69,0.308,26.39,26.0,26.71,2,Neutral
2417,25.51,67.2,709.0,263.0,1,0,0.45,0.97,0.99,0.079,26.08,26.37,25.12,2,Neutral
2418,22.88,42.3,615.0,533.0,1,0,0.28,0.8,0.79,0.302,23.62,23.2,22.66,2,Neutral
2419,21.99,30.3,400.0,20,0,1,0.03,0.92,0.55,0.181,21.23,21.42,21.85,2,Neutral
2420,25.31,61.5,553.0,519.0,1,0,0.67,1.0,0.39,0.425,26.18,25.69,25.0,2,Neutral
2421,21.94,46.3,400.0,20,0,1,0.17,0.41,0.23,0.107,22.3,21.55,21.55,2,Neutral
2422,25.85,65.1,683.0,596.0,1,1,0.48,0.02,0.81,0.054,25.77,25.23,25.78,2,Neutral
2423,23.68,42.6,400.0,20,0,0,0.58,0.25,0.37,0.221,24.24,21.48,23.65,1,Cool
2424,26.45,55.7,474.0,286.0,1,1,0.14,0.38,0.06,0.108,25.5,24.62,26.3,2,Neutral
2425,24.09,63.3,654.0,260.0,1,1,0.65,0.37,0.83,0.421,24.18,22.49,24.56,1,Cool
2426,24.68,52.0,400.0,20,0,1,0.6,0.43,0.59,0.319,23.96,25.66,24.46,1,Cool
2427,21.15,61.2,400.0,20,0,0,0.89,0.72,0.9,0.383,20.73,20.01,21.29,2,Neutral
2428,25.42,49.8,400.0,20,0,0,0.99,0.23,0.52,0.062,25.18,25.45,25.4,2,Neutral
2429,27.35,63.8,400.0,20,0,1,0.96,0.73,0.04,0.196,27.9,27.63,27.92,1,Cool
2430,19.28,57.8,400.0,20,0,0,0.25,0.69,0.07,0.28,19.17,19.41,19.08,2,Neutral
2431,25.73,30.1,400.0,20,0,0,0.35,0.74,0.02,0.063,25.56,26.45,26.14,2,Neutral
2432,27.2,56.0,400.0,20,0,1,0.39,0.03,0.16,0.099,26.31,28.96,26.93,2,Neutral
2433,22.23,64.4,414.0,519.0,1,1,0.02,0.77,0.99,0.201,22.96,21.46,22.02,2,Neutral
2434,24.19,61.6,400.0,20,0,0,0.32,0.0,0.74,0.268,23.23,23.91,24.19,2,Neutral
2435,19.15,49.0,747.0,650.0,1,1,0.36,0.25,0.97,0.318,17.32,20.46,18.86,2,Neutral
2436,20.87,48.8,400.0,20,0,0,0.8,0.22,0.29,0.051,19.76,20.9,21.35,2,Neutral
2437,21.5,63.0,496.0,673.0,1,1,0.79,0.98,0.51,0.184,22.03,21.27,21.06,2,Neutral
2438,24.52,38.7,637.0,481.0,1,1,0.67,0.52,0.23,0.315,24.32,26.6,24.99,2,Neutral
2439,22.48,63.2,400.0,20,0,0,0.73,0.92,0.58,0.331,21.77,22.14,22.24,1,Cool
2440,19.62,67.7,400.0,20,0,1,0.86,0.23,0.2,0.217,19.29,20.08,19.23,4,Hot
2441,24.89,49.6,400.0,20,0,1,0.97,0.06,0.06,0.183,25.03,23.95,24.53,2,Neutral
2442,24.45,38.5,400.0,20,0,0,0.36,1.0,0.47,0.402,25.04,23.88,24.75,2,Neutral
2443,27.89,37.0,400.0,20,0,1,0.59,0.56,0.73,0.384,28.59,28.57,27.23,4,Hot
2444,20.38,61.4,798.0,661.0,1,0,0.35,0.61,0.94,0.106,20.21,19.56,20.83,0,Cold
2445,21.45,51.3,647.0,646.0,1,0,0.19,0.7,0.98,0.318,21.92,21.01,21.84,2,Neutral
2446,23.7,62.5,668.0,254.0,1,0,0.84,0.37,0.79,0.364,24.3,23.85,23.09,1,Cool
2447,24.85,31.8,491.0,174.0,1,0,0.25,0.01,0.82,0.283,26.52,24.63,24.87,2,Neutral
2448,26.18,48.9,527.0,342.0,1,1,0.44,0.94,0.94,0.065,25.14,26.12,26.03,3,Warm
2449,25.8,70.0,400.0,20,0,1,0.88,0.24,0.75,0.402,24.96,25.68,25.85,2,Neutral
2450,24.66,37.4,667.0,214.0,1,0,0.21,0.49,0.86,0.153,25.79,24.59,24.64,2,Neutral
2451,24.87,60.1,400.0,20,0,1,0.91,0.32,0.06,0.341,24.6,25.92,24.87,2,Neutral
2452,26.97,30.1,400.0,20,0,0,0.71,0.08,0.78,0.392,27.99,27.99,26.83,2,Neutral
2453,18.32,31.1,400.0,20,0,0,0.62,0.32,0.46,0.2,18.3,18.28,18.54,2,Neutral
2454,21.55,51.2,400.0,20,0,1,0.54,0.2,0.3,0.342,21.46,19.13,21.38,2,Neutral
2455,20.36,42.2,400.0,20,0,0,0.6,0.34,0.04,0.201,19.85,19.27,20.58,0,Cold
2456,27.76,43.2,629.0,162.0,1,1,0.16,0.25,0.69,0.385,27.85,27.12,27.66,2,Neutral
2457,21.43,49.2,585.0,296.0,1,0,0.02,0.48,0.45,0.051,21.86,21.63,21.01,2,Neutral
2458,20.23,47.0,478.0,533.0,1,0,0.91,0.5,0.61,0.222,21.31,21.78,19.76,2,Neutral
2459,22.14,38.7,400.0,20,0,0,0.02,0.4,0.13,0.35,22.57,23.79,21.92,2,Neutral
2460,26.5,51.5,668.0,199.0,1,1,0.51,0.91,0.26,0.304,26.24,25.98,25.75,0,Cold
2461,20.7,64.3,400.0,20,0,0,0.32,0.43,0.02,0.405,20.22,21.63,20.68,1,Cool
2462,23.19,67.2,776.0,113.0,1,1,0.51,0.44,0.44,0.434,22.35,21.63,23.42,3,Warm
2463,20.28,51.4,400.0,20,0,1,0.95,0.69,0.4,0.356,19.47,21.35,21.05,2,Neutral
2464,20.63,30.4,400.0,20,0,0,0.43,0.77,0.34,0.266,20.9,21.06,20.26,3,Warm
2465,23.92,53.8,400.0,20,0,0,0.19,0.58,0.77,0.231,23.51,26.45,24.1,2,Neutral
2466,22.95,37.1,400.0,20,0,0,0.2,0.8,0.66,0.312,22.9,21.92,23.3,2,Neutral
2467,21.05,67.3,750.0,560.0,1,0,0.04,0.3,0.36,0.405,20.73,20.52,21.22,2,Neutral
2468,27.14,69.5,400.0,20,0,1,0.77,0.94,0.73,0.207,26.31,27.69,26.97,4,Hot
2469,27.76,54.3,649.0,313.0,1,1,0.78,0.85,0.61,0.271,28.38,27.6,27.67,0,Cold
2470,23.92,34.4,400.0,20,0,0,0.55,0.02,0.35,0.275,23.61,22.31,24.77,2,Neutral
2471,18.93,39.2,400.0,20,0,0,0.7,0.23,0.88,0.227,19.72,18.81,18.68,1,Cool
2472,18.68,32.3,400.0,20,0,0,0.44,0.25,0.49,0.059,18.09,18.58,19.03,2,Neutral
2473,26.5,35.6,400.0,20,0,1,0.87,0.73,0.55,0.361,26.86,27.87,26.78,2,Neutral
2474,18.44,36.8,400.0,20,0,0,0.01,0.55,0.01,0.218,18.87,19.3,18.34,2,Neutral
2475,22.73,63.5,400.0,20,0,0,0.76,0.22,0.97,0.168,22.56,22.4,23.26,3,Warm
2476,22.73,54.7,622.0,677.0,1,1,0.8,0.16,0.9,0.38,23.08,23.89,22.7,2,Neutral
2477,22.32,53.2,400.0,20,0,1,0.78,0.62,0.49,0.351,21.83,21.72,23.15,2,Neutral
2478,21.93,59.3,400.0,20,0,1,0.77,0.15,0.18,0.447,22.19,19.77,21.78,3,Warm
2479,27.56,36.7,400.0,20,0,0,0.81,0.13,0.98,0.371,28.81,26.68,27.7,2,Neutral
2480,18.2,40.8,400.0,20,0,1,0.43,0.51,0.59,0.33,17.5,18.15,18.46,2,Neutral
2481,27.38,49.7,400.0,20,0,1,0.25,0.48,0.44,0.441,27.8,27.92,27.11,2,Neutral
2482,25.01,64.1,400.0,20,0,1,0.35,0.16,0.9,0.063,24.82,25.33,25.38,2,Neutral
2483,24.32,43.7,400.0,20,0,1,0.09,0.77,0.9,0.341,24.82,25.29,24.58,2,Neutral
2484,22.37,45.7,429.0,204.0,1,0,0.19,0.48,0.72,0.329,22.39,21.96,22.75,2,Neutral
2485,19.44,45.2,443.0,674.0,1,1,1.0,0.99,0.34,0.391,19.21,20.89,19.25,2,Neutral
2486,23.44,40.0,400.0,20,0,1,0.38,0.14,0.83,0.187,23.47,23.77,23.12,2,Neutral
2487,27.81,56.8,472.0,688.0,1,0,0.82,0.23,0.74,0.144,26.57,27.96,27.9,3,Warm
2488,20.11,30.4,757.0,109.0,1,0,0.14,0.59,0.08,0.185,19.72,21.45,19.48,2,Neutral
2489,21.21,48.8,400.0,20,0,1,0.19,0.38,0.29,0.258,22.09,21.9,21.16,2,Neutral
2490,21.56,37.6,400.0,20,0,0,0.84,0.95,0.7,0.236,22.03,21.43,21.29,2,Neutral
2491,23.76,69.7,705.0,632.0,1,1,0.29,0.25,0.7,0.261,23.62,25.06,23.7,1,Cool
2492,18.02,36.3,400.0,20,0,1,0.06,0.63,0.79,0.148,17.76,18.38,17.99,3,Warm
2493,26.59,59.9,400.0,20,0,0,0.36,0.16,0.65,0.092,26.29,27.05,26.62,2,Neutral
2494,24.71,53.7,400.0,20,0,1,0.42,0.08,1.0,0.334,24.63,24.38,24.45,3,Warm
2495,27.09,53.7,400.0,20,0,0,0.46,0.17,0.96,0.14,26.89,26.26,27.21,1,Cool
2496,26.48,33.9,400.0,20,0,1,0.48,0.64,0.18,0.425,26.39,25.03,26.52,2,Neutral
2497,26.25,42.4,400.0,20,0,0,0.74,0.67,0.07,0.298,26.22,26.52,26.57,1,Cool
2498,20.59,58.1,400.0,20,0,1,0.61,0.06,0.75,0.222,22.01,21.01,20.86,2,Neutral
2499,22.46,34.6,502.0,679.0,1,1,0.62,0.35,0.68,0.403,21.55,21.86,22.38,3,Warm
2500,23.98,37.5,723.0,418.0,1,0,0.11,0.82,0.57,0.217,22.19,24.18,23.9,3,Warm
2501,20.4,40.4,759.0,160.0,1,1,0.8,0.65,0.04,0.357,20.44,21.67,20.51,2,Neutral
2502,18.94,64.3,400.0,20,0,1,0.93,0.73,0.52,0.061,18.64,19.01,19.25,1,Cool
2503,18.81,36.1,400.0,20,0,0,0.65,0.84,0.41,0.235,18.9,19.84,18.84,2,Neutral
2504,25.88,46.1,565.0,692.0,1,1,0.5,0.69,0.86,0.236,26.03,27.62,25.56,2,Neutral
2505,24.43,62.5,531.0,434.0,1,0,0.93,0.4,0.5,0.179,25.07,24.98,24.29,3,Warm
2506,23.92,62.6,400.0,20,0,0,0.27,0.18,0.13,0.153,23.75,21.76,23.96,2,Neutral
2507,23.02,49.3,400.0,20,0,1,0.13,0.16,0.1,0.05,22.9,22.75,23.7,2,Neutral
2508,26.84,43.3,400.0,20,0,1,0.42,0.54,0.3,0.296,26.55,26.95,27.09,0,Cold
2509,26.95,63.4,458.0,497.0,1,1,0.45,0.7,0.46,0.331,27.26,27.08,26.51,2,Neutral
2510,19.3,69.2,400.0,20,0,0,0.65,0.73,0.43,0.409,19.58,19.86,18.67,3,Warm
2511,23.8,66.7,435.0,103.0,1,1,0.57,0.56,0.17,0.126,23.59,23.52,23.76,2,Neutral
2512,27.77,65.5,608.0,427.0,1,0,0.99,0.44,0.49,0.125,27.18,29.05,27.46,2,Neutral
2513,19.0,67.1,769.0,541.0,1,1,0.67,0.07,0.7,0.37,19.0,17.45,19.01,1,Cool
2514,19.49,62.7,400.0,20,0,0,0.03,0.34,0.77,0.377,20.98,18.67,19.47,4,Hot
2515,21.72,43.0,792.0,440.0,1,0,0.91,0.05,0.19,0.182,21.71,21.44,22.11,1,Cool
2516,26.43,48.5,400.0,20,0,0,0.95,0.3,0.64,0.381,25.87,26.34,26.26,2,Neutral
2517,25.22,48.0,585.0,690.0,1,1,0.68,0.68,0.26,0.221,25.29,24.62,25.03,2,Neutral
2518,24.61,41.0,400.0,20,0,0,0.83,0.17,0.3,0.397,23.93,24.41,25.01,0,Cold
2519,23.1,47.6,681.0,658.0,1,1,0.87,0.14,0.94,0.098,22.96,24.16,23.24,0,Cold
2520,27.57,50.2,749.0,109.0,1,0,0.66,0.93,0.86,0.23,27.5,28.32,26.99,2,Neutral
2521,26.33,33.2,643.0,653.0,1,1,0.7,0.8,0.91,0.313,26.46,26.28,26.28,0,Cold
2522,24.69,54.2,653.0,693.0,1,0,0.81,0.7,0.33,0.313,24.95,25.94,24.64,2,Neutral
2523,19.83,36.9,736.0,347.0,1,1,0.53,0.96,0.46,0.322,19.62,20.77,19.71,2,Neutral
2524,18.69,48.0,506.0,330.0,1,0,0.23,0.28,0.6,0.401,18.79,18.03,18.76,2,Neutral
2525,19.73,46.4,753.0,475.0,1,1,0.86,0.99,0.14,0.058,19.85,19.48,19.61,2,Neutral
2526,26.78,35.0,400.0,20,0,0,0.88,0.79,0.83,0.192,26.54,27.23,27.25,3,Warm
2527,19.72,52.2,632.0,632.0,1,1,0.09,0.57,0.87,0.087,19.07,20.21,18.97,2,Neutral
2528,21.72,51.6,519.0,584.0,1,1,0.02,0.36,0.65,0.186,21.27,21.69,21.39,2,Neutral
2529,20.36,52.3,434.0,125.0,1,1,0.13,0.06,0.44,0.12,20.5,19.59,20.38,4,Hot
2530,27.19,30.9,599.0,372.0,1,0,0.33,0.7,0.12,0.304,26.88,26.89,27.64,3,Warm
2531,18.56,67.0,548.0,248.0,1,0,0.81,0.3,0.25,0.163,18.98,18.55,18.02,2,Neutral
2532,20.65,42.5,400.0,20,0,0,0.51,0.02,0.66,0.445,21.24,19.89,20.75,3,Warm
2533,26.24,48.1,491.0,118.0,1,0,0.74,0.32,0.02,0.074,25.82,27.71,26.74,2,Neutral
2534,19.77,43.8,436.0,428.0,1,1,0.22,0.46,0.09,0.097,19.53,19.92,20.11,2,Neutral
2535,25.85,37.1,524.0,501.0,1,1,0.96,0.31,0.64,0.253,26.44,26.36,25.98,2,Neutral
2536,27.99,33.3,521.0,485.0,1,0,0.95,0.49,0.27,0.081,28.36,28.55,27.86,1,Cool
2537,25.87,36.2,541.0,576.0,1,1,0.32,0.18,0.22,0.057,24.22,25.12,25.8,2,Neutral
2538,19.82,68.6,715.0,328.0,1,1,0.58,0.35,0.75,0.147,20.41,20.51,19.58,2,Neutral
2539,19.21,56.0,400.0,20,0,1,0.34,0.69,0.41,0.265,18.83,18.16,19.65,2,Neutral
2540,22.15,43.8,400.0,20,0,0,0.52,0.38,0.45,0.064,22.43,23.61,21.72,3,Warm
2541,23.42,33.2,400.0,20,0,1,0.72,0.55,0.55,0.256,23.71,23.48,23.65,3,Warm
2542,20.29,68.5,796.0,416.0,1,1,0.4,0.02,0.15,0.287,19.7,21.14,20.33,2,Neutral
2543,20.27,34.8,725.0,551.0,1,1,0.14,0.89,0.22,0.41,21.41,20.31,20.69,3,Warm
2544,25.81,44.8,400.0,20,0,1,0.54,0.16,0.22,0.336,25.63,27.58,25.7,2,Neutral
2545,19.78,53.0,400.0,20,0,0,0.27,0.46,0.63,0.366,19.77,20.22,19.88,2,Neutral
